"respondentid","RCa10","WA01_c","WA02_c","WA03_c","WA04_c","WA07_c","WB01_c","WB04_c","WB05_c","WC03_c","WC04_c","WC05_c","WC06_c","WD01_c","WD02_c","WE01_c","WFa01_c","WFa02_c","WFa03_c","WFb02_c","WFc01_c","WFC02_c","WG01_c","WG02_c","WHb01_c","WHc01_c","WHc02_c","WHd01_c","RD01_c","ABo04_c","ABo05_c","ABo06_c","ABo07_c","ABo08_c","ABo09_c","ABo10_c","ABo11_c","ABo12_c","ABo13_c","ABo14_c","ABo15_c","CA02_c","CBa01_c","CBa02_c","CBb01_c","CCa02_c","CDa05_c","CDb01_c","CDd01_c","CDd04_c","CEa01_c","CFb01_c","EB01_c","EC01_c","ED01_c","EE01_c","KB01_c","KF03_c","MA01_c","MA04_c","MB01_c","MB02_c","MB03_c","SB01_c","SB02_c"
10828320,"No","female",66,"some college, no degree","$150,000 or more","no money invested","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",1,0,"divorced",NA,"indiana (in)","suburban","yes",1,NA,"yes","yes",NA,"bush","somewhat liberal",0,0,0,0,NA,NA,2,2,0,NA,"no","wrong track","somewhat better","same","keep taxes as they are","increase regulation",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","none",0,7,"almost every day",7,NA,"republican","very conservative",NA,"strongly disagree","strongly agree",8,7
10828401,"Yes","female",29,"technical or vocational school after high school","$15,000 to less than $25,000",NA,"working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","catholic","no one in household has served",2,2,"married",NA,"michigan (mi)","urban","yes",1,NA,"yes","don't know",NA,"did not vote for president","somewhat conservative",7,6,5,6,NA,NA,5,6,6,NA,"no","right direction","much worse","much worse","cut taxes","increase regulation",NA,"withdraw as soon as possible","somewhat oppose",NA,"not permitted except for rape, incest, or life risk","environment should be top priority","two hours but less than three",0,0,"few times per month",1,NA,"independent","somewhat conservative",NA,NA,NA,8,8
10828434,"Yes","male",56,"four-year college degree","$50,000 to less than $75,000",NA,"working full time","self-employed","yes, other household member","white or white hispanic","yes",NA,NA,"few times a year","no denomination","no one in household has served",1,0,"married",NA,"minnesota (mn)","urban","yes",2,NA,"yes","no",NA,"kerry","somewhat liberal",8,9,7,10,NA,NA,9,9,8,NA,"no","wrong track","somewhat better","same","raise taxes if necessary","neither",NA,"set withdrawal deadline","somewhat favor",NA,"available to anyone","environment should be top priority","none",7,7,"several hours per day",3,NA,"democrat","moderate",NA,"strongly disagree","strongly disagree",5,5
10828461,"No","male",40,"four-year college degree","$35,000 to less than $50,000",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",2,2,"living as married",NA,"idaho (id)","urban","yes",1,NA,"yes","no",NA,"kerry","somewhat liberal",2,2,2,5,NA,NA,5,8,1,NA,"no","wrong track","somewhat better","same","cut taxes","increase regulation",NA,"withdraw as soon as possible","strongly favor",NA,"available to anyone","environment should be top priority","five hours",0,3,"almost every day",6,NA,"democrat","moderate",NA,NA,NA,7,7
10828497,"Yes","female",50,"graduate or professional school after college, no degree","$150,000 or more",NA,"working full time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","yes, other household member",1,0,"married",NA,"california (ca)","suburban","yes",1,NA,"no",NA,NA,"kerry","very liberal",5,2,4,5,NA,NA,7,8,4,NA,"no","wrong track","same","much worse","none of these","increase regulation",NA,"set withdrawal deadline","strongly oppose",NA,"available to anyone","more important to keep economy growing","five hours",0,0,"several hours per day",7,NA,"democrat","somewhat liberal",NA,NA,NA,9,9
10828533,"Yes","female",60,"associate's or two-year college degree","$25,000 to less than $35,000","no money invested","working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","other religion","yes, other household member",3,0,"married",NA,"rhode island (ri)","suburban","yes",1,NA,"yes","no",NA,"kerry","somewhat conservative",9,8,7,8,NA,NA,7,9,9,NA,"no","wrong track","somewhat better","somewhat better","none of these",NA,NA,"withdraw as soon as possible","strongly oppose",NA,"available to anyone","environment should be top priority","four hours but less than five",0,7,"several hours per day",7,NA,"independent","no answer",NA,"somewhat disagree","strongly agree",8,8
10828593,"Yes","female",40,"associate's or two-year college degree","$50,000 to less than $75,000","yes, $10,000-$25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","no denomination","no one in household has served",1,2,"separated",NA,"connecticut (ct)","suburban","yes",1,NA,"no",NA,NA,"bush","moderate",6,8,7,7,NA,NA,10,6,7,NA,"no","wrong track","somewhat better","same","raise taxes if necessary","increase regulation",NA,"withdraw as soon as possible","strongly favor",NA,"available to anyone","more important to keep economy growing","none",0,1,"several hours per day",2,NA,"democrat","moderate",NA,"somewhat agree","strongly disagree",7,7
10828671,"No","male",57,"four-year college degree",NA,"no money invested","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",3,1,"married",NA,"texas (tx)","urban","yes",1,NA,"no",NA,NA,"bush","very liberal",2,2,1,3,NA,NA,2,2,1,NA,"no","wrong track","much worse","same","cut taxes","increase competition",NA,"keep troops until stable government","somewhat favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","three hours but less than four",4,2,"almost every day",5,NA,"republican","somewhat conservative",NA,"somewhat disagree","strongly disagree",4,4
10828753,NA,"male",57,"some high school, no diploma","$25,000 to less than $35,000",NA,"working full time","work for someone else","yes, respondent","white or white hispanic","yes",NA,NA,"once a week","other religion","no one in household has served",2,0,"married",NA,"kentucky (ky)","urban","yes",2,NA,"no",NA,NA,"kerry","moderate",5,5,3,5,NA,NA,8,5,3,NA,"no","wrong track","somewhat better","somewhat better","raise taxes if necessary","increase competition",NA,"set withdrawal deadline","somewhat favor",NA,"not permitted under any circumstances","environment should be top priority","none",0,2,"rarely",2,NA,"independent","moderate",NA,NA,NA,5,5
10828858,NA,"female",37,"four-year college degree","$35,000 to less than $50,000",NA,"working full time","work for someone else","yes, other household member","white or white hispanic","yes",NA,NA,"few times a year","no denomination","no one in household has served",1,2,"married",NA,"tennessee (tn)","suburban","yes",1,NA,"no",NA,NA,"nader","moderate",7,7,6,7,NA,NA,7,7,6,NA,"no","wrong track","somewhat better","same","keep taxes as they are","increase regulation",NA,"set withdrawal deadline","no answer",NA,"available to anyone","environment should be top priority","none",0,1,"at least once per week",1,NA,"independent","very liberal",NA,"somewhat agree","strongly agree",7,7
10828893,"No","female",79,"four-year college degree","$25,000 to less than $35,000",NA,"retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",1,0,"widowed",NA,"arizona (az)","rural","no",1,NA,"no",NA,NA,"bush","very liberal",0,0,0,0,NA,NA,2,0,0,NA,"no","right direction","same","same","keep taxes as they are","increase competition",NA,"keep troops until stable government","strongly favor",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","none",0,7,NA,0,NA,"republican","very conservative",NA,NA,NA,7,7
10828926,NA,"female",37,"four-year college degree","$50,000 to less than $75,000",NA,"working part time","self-employed","no union members in household","white or white hispanic","no","yes",13,"once a week","catholic","no one in household has served",1,2,"married",NA,"new jersey (nj)","suburban","yes",2,NA,"no",NA,NA,"did not vote for president","moderate",6,5,5,5,NA,NA,8,4,5,NA,"no","wrong track","somewhat better","somewhat better","keep taxes as they are","increase regulation",NA,"withdraw as soon as possible","somewhat favor",NA,"not permitted under any circumstances","environment should be top priority","one hour but less than two",3,0,"almost every day",3,NA,"democrat","somewhat conservative",NA,"strongly disagree","somewhat disagree",9,9
10829046,"Yes","female",74,"some college, no degree",NA,"no money invested","permanently disabled",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","protestant","no one in household has served",4,0,"widowed",NA,"kansas (ks)","urban","yes",1,NA,"no",NA,NA,"kerry","moderate",10,8,8,8,NA,NA,8,8,8,NA,"no","wrong track","much worse","somewhat worse","keep taxes as they are","increase regulation",NA,"withdraw as soon as possible","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","five hours",6,7,"rarely",7,NA,"democrat","very conservative",NA,NA,NA,6,6
10829049,"Yes","male",70,"high school diploma or equivalent","$10,000 to less than $15,000","no money invested","permanently disabled",NA,"no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","catholic","yes, respondent",1,0,"widowed",NA,"minnesota (mn)","suburban","yes",1,NA,"no",NA,NA,"kerry","moderate",5,4,5,5,NA,NA,5,5,5,NA,"no","wrong track","much worse","much worse","raise taxes if necessary","don't know",NA,"withdraw as soon as possible","strongly oppose",NA,"not permitted under any circumstances","don't know","one hour but less than two",0,0,"almost every day",0,NA,"democrat","moderate",NA,NA,NA,6,5
10829133,NA,"female",59,"associate's or two-year college degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","catholic","no one in household has served",1,0,"never married","owned with mortgage or loan","california (ca)","urban","yes",1,NA,"no",NA,"employer plan","nader","somewhat liberal",7,7,5,5,NA,NA,5,7,6,NA,"no","wrong track","somewhat better","somewhat better","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available with stricter limits","environment should be top priority","three hours but less than four",6,7,"few times per month",2,NA,"democrat","somewhat liberal",NA,"strongly agree","strongly agree",8,8
10829204,"Yes","male",51,"four-year college degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",2,0,"living as married",NA,"florida (fl)","suburban","yes",1,NA,"no",NA,NA,"kerry","somewhat liberal",8,8,7,8,NA,NA,8,8,8,NA,"no","wrong track","much better","somewhat better","keep taxes as they are","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available to anyone","environment should be top priority","three hours but less than four",0,7,"several hours per day",7,NA,"democrat","moderate",NA,NA,NA,7,7
10829230,"No","female",59,"high school diploma or equivalent",NA,"don't know","permanently disabled",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","protestant","no one in household has served",2,0,"married",NA,"georgia (ga)","rural","yes",2,NA,"yes","no",NA,"bush","somewhat conservative",2,5,2,2,NA,NA,1,5,2,NA,"no","wrong track","much worse","same","keep taxes as they are","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available with stricter limits","more important to keep economy growing","five hours",0,0,"at least once per week",7,NA,"republican","somewhat liberal",NA,NA,NA,5,5
